sequence	position	depth
atg000001l_rc_rotated	9499	24
atg000001l_rc_rotated	9500	24
atg000001l_rc_rotated	9501	24
atg000001l_rc_rotated	9502	24
atg000001l_rc_rotated	9503	24
atg000001l_rc_rotated	9504	24
atg000001l_rc_rotated	9505	24
atg000001l_rc_rotated	9506	24
atg000001l_rc_rotated	9507	24
atg000001l_rc_rotated	9508	24
atg000001l_rc_rotated	9509	24
atg000001l_rc_rotated	9510	24
atg000001l_rc_rotated	9511	24
atg000001l_rc_rotated	9512	24
atg000001l_rc_rotated	9513	24
atg000001l_rc_rotated	9514	24
atg000001l_rc_rotated	9515	24
atg000001l_rc_rotated	9516	24
atg000001l_rc_rotated	9517	24
atg000001l_rc_rotated	9518	23
atg000001l_rc_rotated	9519	23
atg000001l_rc_rotated	9520	23
atg000001l_rc_rotated	9521	23
atg000001l_rc_rotated	9522	23
atg000001l_rc_rotated	9523	23
atg000001l_rc_rotated	9524	23
atg000001l_rc_rotated	9525	23
atg000001l_rc_rotated	9526	23
atg000001l_rc_rotated	9527	23
atg000001l_rc_rotated	9528	23
atg000001l_rc_rotated	9529	23
atg000001l_rc_rotated	9530	23
atg000001l_rc_rotated	9531	23
atg000001l_rc_rotated	9532	23
atg000001l_rc_rotated	9533	23
atg000001l_rc_rotated	9534	23
atg000001l_rc_rotated	9535	23
atg000001l_rc_rotated	9536	23
atg000001l_rc_rotated	9537	23
atg000001l_rc_rotated	9538	23
atg000001l_rc_rotated	9539	23
atg000001l_rc_rotated	9540	23
atg000001l_rc_rotated	9541	23
atg000001l_rc_rotated	9542	23
atg000001l_rc_rotated	9543	23
atg000001l_rc_rotated	9544	23
atg000001l_rc_rotated	9545	23
atg000001l_rc_rotated	9546	23
atg000001l_rc_rotated	9547	23
atg000001l_rc_rotated	9548	23
atg000001l_rc_rotated	9549	23
atg000001l_rc_rotated	9550	23
atg000001l_rc_rotated	9551	23
atg000001l_rc_rotated	9552	23
atg000001l_rc_rotated	9553	23
atg000001l_rc_rotated	9554	23
atg000001l_rc_rotated	9555	23
atg000001l_rc_rotated	9556	23
atg000001l_rc_rotated	9557	23
atg000001l_rc_rotated	9558	23
atg000001l_rc_rotated	9559	23
atg000001l_rc_rotated	9560	23
atg000001l_rc_rotated	9561	23
atg000001l_rc_rotated	9562	23
atg000001l_rc_rotated	9563	23
atg000001l_rc_rotated	9564	23
atg000001l_rc_rotated	9565	23
atg000001l_rc_rotated	9566	23
atg000001l_rc_rotated	9567	23
atg000001l_rc_rotated	9568	23
atg000001l_rc_rotated	9569	23
atg000001l_rc_rotated	9570	23
atg000001l_rc_rotated	9571	23
atg000001l_rc_rotated	9572	23
atg000001l_rc_rotated	9573	23
atg000001l_rc_rotated	9574	23
atg000001l_rc_rotated	9575	23
atg000001l_rc_rotated	9576	23
atg000001l_rc_rotated	9577	23
atg000001l_rc_rotated	9578	23
atg000001l_rc_rotated	9579	23
atg000001l_rc_rotated	9580	23
atg000001l_rc_rotated	9581	23
atg000001l_rc_rotated	9582	23
atg000001l_rc_rotated	9583	23
atg000001l_rc_rotated	9584	23
atg000001l_rc_rotated	9585	23
atg000001l_rc_rotated	9586	23
atg000001l_rc_rotated	9587	23
atg000001l_rc_rotated	9588	23
atg000001l_rc_rotated	9589	23
atg000001l_rc_rotated	9590	23
atg000001l_rc_rotated	9591	23
atg000001l_rc_rotated	9592	23
atg000001l_rc_rotated	9593	23
atg000001l_rc_rotated	9594	23
atg000001l_rc_rotated	9595	23
atg000001l_rc_rotated	9596	23
atg000001l_rc_rotated	9597	23
atg000001l_rc_rotated	9598	23
atg000001l_rc_rotated	9599	23
atg000001l_rc_rotated	9600	23
atg000001l_rc_rotated	9601	23
atg000001l_rc_rotated	9602	23
atg000001l_rc_rotated	9603	23
atg000001l_rc_rotated	9604	23
atg000001l_rc_rotated	9605	23
atg000001l_rc_rotated	9606	23
atg000001l_rc_rotated	9607	23
atg000001l_rc_rotated	9608	23
atg000001l_rc_rotated	9609	23
atg000001l_rc_rotated	9610	23
atg000001l_rc_rotated	9611	23
atg000001l_rc_rotated	9612	23
atg000001l_rc_rotated	9613	23
atg000001l_rc_rotated	9614	23
atg000001l_rc_rotated	9615	23
atg000001l_rc_rotated	9616	23
atg000001l_rc_rotated	9617	23
atg000001l_rc_rotated	9618	23
atg000001l_rc_rotated	9619	23
atg000001l_rc_rotated	9620	23
atg000001l_rc_rotated	9621	23
atg000001l_rc_rotated	9622	23
atg000001l_rc_rotated	9623	23
atg000001l_rc_rotated	9624	23
atg000001l_rc_rotated	9625	23
atg000001l_rc_rotated	9626	23
atg000001l_rc_rotated	9627	23
atg000001l_rc_rotated	9628	23
atg000001l_rc_rotated	9629	23
atg000001l_rc_rotated	9630	23
atg000001l_rc_rotated	9631	23
atg000001l_rc_rotated	9632	23
atg000001l_rc_rotated	9633	23
atg000001l_rc_rotated	9634	23
atg000001l_rc_rotated	9635	23
atg000001l_rc_rotated	9636	23
atg000001l_rc_rotated	9637	23
atg000001l_rc_rotated	9638	23
atg000001l_rc_rotated	9639	23
atg000001l_rc_rotated	9640	23
atg000001l_rc_rotated	9641	23
atg000001l_rc_rotated	9642	23
atg000001l_rc_rotated	9643	23
atg000001l_rc_rotated	9644	23
atg000001l_rc_rotated	9645	23
atg000001l_rc_rotated	9646	23
atg000001l_rc_rotated	9647	23
atg000001l_rc_rotated	9648	23
atg000001l_rc_rotated	9649	23
atg000001l_rc_rotated	9650	23
atg000001l_rc_rotated	9651	23
atg000001l_rc_rotated	9652	23
atg000001l_rc_rotated	9653	23
atg000001l_rc_rotated	9654	23
atg000001l_rc_rotated	9655	23
atg000001l_rc_rotated	9656	23
atg000001l_rc_rotated	9657	23
atg000001l_rc_rotated	9658	23
atg000001l_rc_rotated	9659	23
atg000001l_rc_rotated	9660	23
atg000001l_rc_rotated	9661	23
atg000001l_rc_rotated	9662	23
atg000001l_rc_rotated	9663	23
atg000001l_rc_rotated	9664	23
atg000001l_rc_rotated	9665	23
atg000001l_rc_rotated	9666	23
atg000001l_rc_rotated	9667	23
atg000001l_rc_rotated	9668	23
atg000001l_rc_rotated	9669	23
atg000001l_rc_rotated	9670	23
atg000001l_rc_rotated	9671	23
atg000001l_rc_rotated	9672	23
atg000001l_rc_rotated	9673	23
atg000001l_rc_rotated	9674	23
atg000001l_rc_rotated	9675	23
atg000001l_rc_rotated	9676	23
atg000001l_rc_rotated	9677	23
atg000001l_rc_rotated	9678	23
atg000001l_rc_rotated	9679	23
atg000001l_rc_rotated	9680	23
atg000001l_rc_rotated	9681	23
atg000001l_rc_rotated	9682	23
atg000001l_rc_rotated	9683	23
atg000001l_rc_rotated	9684	23
atg000001l_rc_rotated	9685	23
atg000001l_rc_rotated	9686	23
atg000001l_rc_rotated	9687	23
atg000001l_rc_rotated	9688	23
atg000001l_rc_rotated	9689	23
atg000001l_rc_rotated	9690	23
atg000001l_rc_rotated	9691	23
atg000001l_rc_rotated	9692	23
atg000001l_rc_rotated	9693	23
atg000001l_rc_rotated	9694	23
atg000001l_rc_rotated	9695	23
atg000001l_rc_rotated	9696	23
atg000001l_rc_rotated	9697	23
atg000001l_rc_rotated	9698	23
atg000001l_rc_rotated	9699	23
atg000001l_rc_rotated	9700	23
atg000001l_rc_rotated	9701	23
atg000001l_rc_rotated	9702	23
atg000001l_rc_rotated	9703	23
atg000001l_rc_rotated	9704	23
atg000001l_rc_rotated	9705	23
atg000001l_rc_rotated	9706	23
atg000001l_rc_rotated	9707	23
atg000001l_rc_rotated	9708	23
atg000001l_rc_rotated	9709	23
atg000001l_rc_rotated	9710	23
atg000001l_rc_rotated	9711	23
atg000001l_rc_rotated	9712	23
atg000001l_rc_rotated	9713	23
atg000001l_rc_rotated	9714	23
atg000001l_rc_rotated	9715	23
atg000001l_rc_rotated	9716	23
atg000001l_rc_rotated	9717	23
atg000001l_rc_rotated	9718	23
atg000001l_rc_rotated	9719	23
atg000001l_rc_rotated	9720	23
atg000001l_rc_rotated	9721	23
atg000001l_rc_rotated	9722	23
atg000001l_rc_rotated	9723	23
atg000001l_rc_rotated	9724	23
atg000001l_rc_rotated	9725	23
atg000001l_rc_rotated	9726	23
atg000001l_rc_rotated	9727	23
atg000001l_rc_rotated	9728	23
atg000001l_rc_rotated	9729	23
atg000001l_rc_rotated	9730	23
atg000001l_rc_rotated	9731	23
atg000001l_rc_rotated	9732	23
atg000001l_rc_rotated	9733	23
atg000001l_rc_rotated	9734	23
atg000001l_rc_rotated	9735	23
atg000001l_rc_rotated	9736	23
atg000001l_rc_rotated	9737	23
atg000001l_rc_rotated	9738	23
atg000001l_rc_rotated	9739	23
atg000001l_rc_rotated	9740	23
atg000001l_rc_rotated	9741	23
atg000001l_rc_rotated	9742	23
atg000001l_rc_rotated	9743	23
atg000001l_rc_rotated	9744	23
atg000001l_rc_rotated	9745	23
atg000001l_rc_rotated	9746	23
atg000001l_rc_rotated	9747	23
atg000001l_rc_rotated	9748	23
atg000001l_rc_rotated	9749	23
atg000001l_rc_rotated	9750	23
atg000001l_rc_rotated	9751	23
atg000001l_rc_rotated	9752	23
atg000001l_rc_rotated	9753	23
atg000001l_rc_rotated	9754	23
atg000001l_rc_rotated	9755	23
atg000001l_rc_rotated	9756	23
atg000001l_rc_rotated	9757	23
atg000001l_rc_rotated	9758	23
atg000001l_rc_rotated	9759	23
atg000001l_rc_rotated	9760	23
atg000001l_rc_rotated	9761	23
atg000001l_rc_rotated	9762	23
atg000001l_rc_rotated	9763	23
atg000001l_rc_rotated	9764	23
atg000001l_rc_rotated	9765	23
atg000001l_rc_rotated	9766	23
atg000001l_rc_rotated	9767	23
atg000001l_rc_rotated	9768	23
atg000001l_rc_rotated	9769	23
atg000001l_rc_rotated	9770	23
atg000001l_rc_rotated	9771	23
atg000001l_rc_rotated	9772	23
atg000001l_rc_rotated	9773	23
atg000001l_rc_rotated	9774	23
atg000001l_rc_rotated	9775	23
atg000001l_rc_rotated	9776	23
atg000001l_rc_rotated	9777	23
atg000001l_rc_rotated	9778	23
atg000001l_rc_rotated	9779	23
atg000001l_rc_rotated	9780	23
atg000001l_rc_rotated	9781	23
atg000001l_rc_rotated	9782	23
atg000001l_rc_rotated	9783	23
atg000001l_rc_rotated	9784	23
atg000001l_rc_rotated	9785	23
atg000001l_rc_rotated	9786	23
atg000001l_rc_rotated	9787	23
atg000001l_rc_rotated	9788	23
atg000001l_rc_rotated	9789	23
atg000001l_rc_rotated	9790	23
atg000001l_rc_rotated	9791	23
atg000001l_rc_rotated	9792	23
atg000001l_rc_rotated	9793	23
atg000001l_rc_rotated	9794	23
atg000001l_rc_rotated	9795	23
atg000001l_rc_rotated	9796	23
atg000001l_rc_rotated	9797	23
atg000001l_rc_rotated	9798	23
atg000001l_rc_rotated	9799	23
atg000001l_rc_rotated	9800	23
atg000001l_rc_rotated	9801	23
atg000001l_rc_rotated	9802	23
atg000001l_rc_rotated	9803	23
atg000001l_rc_rotated	9804	23
atg000001l_rc_rotated	9805	23
atg000001l_rc_rotated	9806	23
atg000001l_rc_rotated	9807	23
atg000001l_rc_rotated	9808	23
atg000001l_rc_rotated	9809	23
atg000001l_rc_rotated	9810	23
atg000001l_rc_rotated	9811	23
atg000001l_rc_rotated	9812	23
atg000001l_rc_rotated	9813	23
atg000001l_rc_rotated	9814	23
atg000001l_rc_rotated	9815	23
atg000001l_rc_rotated	9816	23
atg000001l_rc_rotated	9817	23
atg000001l_rc_rotated	9818	23
atg000001l_rc_rotated	9819	23
atg000001l_rc_rotated	9820	23
atg000001l_rc_rotated	9821	23
atg000001l_rc_rotated	9822	23
atg000001l_rc_rotated	9823	23
atg000001l_rc_rotated	9824	23
atg000001l_rc_rotated	9825	23
atg000001l_rc_rotated	9826	23
atg000001l_rc_rotated	9827	23
atg000001l_rc_rotated	9828	23
atg000001l_rc_rotated	9829	23
atg000001l_rc_rotated	9830	23
atg000001l_rc_rotated	9831	23
atg000001l_rc_rotated	9832	23
atg000001l_rc_rotated	9833	23
atg000001l_rc_rotated	9834	23
atg000001l_rc_rotated	9835	23
atg000001l_rc_rotated	9836	23
atg000001l_rc_rotated	9837	23
atg000001l_rc_rotated	9838	23
atg000001l_rc_rotated	9839	23
atg000001l_rc_rotated	9840	23
atg000001l_rc_rotated	9841	23
atg000001l_rc_rotated	9842	23
atg000001l_rc_rotated	9843	23
atg000001l_rc_rotated	9844	23
atg000001l_rc_rotated	9845	23
atg000001l_rc_rotated	9846	23
atg000001l_rc_rotated	9847	23
atg000001l_rc_rotated	9848	23
atg000001l_rc_rotated	9849	23
atg000001l_rc_rotated	9850	23
atg000001l_rc_rotated	9851	23
atg000001l_rc_rotated	9852	23
atg000001l_rc_rotated	9853	23
atg000001l_rc_rotated	9854	23
atg000001l_rc_rotated	9855	23
atg000001l_rc_rotated	9856	23
atg000001l_rc_rotated	9857	23
atg000001l_rc_rotated	9858	23
atg000001l_rc_rotated	9859	23
atg000001l_rc_rotated	9860	23
atg000001l_rc_rotated	9861	23
atg000001l_rc_rotated	9862	23
atg000001l_rc_rotated	9863	23
atg000001l_rc_rotated	9864	23
atg000001l_rc_rotated	9865	23
atg000001l_rc_rotated	9866	23
atg000001l_rc_rotated	9867	23
atg000001l_rc_rotated	9868	23
atg000001l_rc_rotated	9869	23
atg000001l_rc_rotated	9870	23
atg000001l_rc_rotated	9871	23
atg000001l_rc_rotated	9872	23
atg000001l_rc_rotated	9873	23
atg000001l_rc_rotated	9874	23
atg000001l_rc_rotated	9875	23
atg000001l_rc_rotated	9876	23
atg000001l_rc_rotated	9877	23
atg000001l_rc_rotated	9878	23
atg000001l_rc_rotated	9879	23
atg000001l_rc_rotated	9880	23
atg000001l_rc_rotated	9881	23
atg000001l_rc_rotated	9882	23
atg000001l_rc_rotated	9883	23
atg000001l_rc_rotated	9884	23
atg000001l_rc_rotated	9885	23
atg000001l_rc_rotated	9886	23
atg000001l_rc_rotated	9887	23
atg000001l_rc_rotated	9888	23
atg000001l_rc_rotated	9889	23
atg000001l_rc_rotated	9890	23
atg000001l_rc_rotated	9891	23
atg000001l_rc_rotated	9892	23
atg000001l_rc_rotated	9893	23
atg000001l_rc_rotated	9894	23
atg000001l_rc_rotated	9895	23
atg000001l_rc_rotated	9896	23
atg000001l_rc_rotated	9897	23
atg000001l_rc_rotated	9898	23
atg000001l_rc_rotated	9899	23
atg000001l_rc_rotated	9900	23
atg000001l_rc_rotated	9901	23
atg000001l_rc_rotated	9902	23
atg000001l_rc_rotated	9903	23
atg000001l_rc_rotated	9904	23
atg000001l_rc_rotated	9905	23
atg000001l_rc_rotated	9906	23
atg000001l_rc_rotated	9907	23
atg000001l_rc_rotated	9908	23
atg000001l_rc_rotated	9909	23
atg000001l_rc_rotated	9910	23
atg000001l_rc_rotated	9911	23
atg000001l_rc_rotated	9912	23
atg000001l_rc_rotated	9913	23
atg000001l_rc_rotated	9914	23
atg000001l_rc_rotated	9915	23
atg000001l_rc_rotated	9916	23
atg000001l_rc_rotated	9917	23
atg000001l_rc_rotated	9918	23
atg000001l_rc_rotated	9919	23
atg000001l_rc_rotated	9920	23
atg000001l_rc_rotated	9921	23
atg000001l_rc_rotated	9922	23
atg000001l_rc_rotated	9923	23
atg000001l_rc_rotated	9924	23
atg000001l_rc_rotated	9925	23
atg000001l_rc_rotated	9926	23
atg000001l_rc_rotated	9927	23
atg000001l_rc_rotated	9928	23
atg000001l_rc_rotated	9929	23
atg000001l_rc_rotated	9930	23
atg000001l_rc_rotated	9931	23
atg000001l_rc_rotated	9932	23
atg000001l_rc_rotated	9933	23
atg000001l_rc_rotated	9934	23
atg000001l_rc_rotated	9935	23
atg000001l_rc_rotated	9936	23
atg000001l_rc_rotated	9937	23
atg000001l_rc_rotated	9938	23
atg000001l_rc_rotated	9939	23
atg000001l_rc_rotated	9940	23
atg000001l_rc_rotated	9941	23
atg000001l_rc_rotated	9942	23
atg000001l_rc_rotated	9943	23
atg000001l_rc_rotated	9944	23
atg000001l_rc_rotated	9945	23
atg000001l_rc_rotated	9946	23
atg000001l_rc_rotated	9947	23
atg000001l_rc_rotated	9948	23
atg000001l_rc_rotated	9949	23
atg000001l_rc_rotated	9950	23
atg000001l_rc_rotated	9951	23
atg000001l_rc_rotated	9952	23
atg000001l_rc_rotated	9953	23
atg000001l_rc_rotated	9954	23
atg000001l_rc_rotated	9955	23
atg000001l_rc_rotated	9956	23
atg000001l_rc_rotated	9957	23
atg000001l_rc_rotated	9958	23
atg000001l_rc_rotated	9959	23
atg000001l_rc_rotated	9960	23
atg000001l_rc_rotated	9961	23
atg000001l_rc_rotated	9962	23
atg000001l_rc_rotated	9963	23
atg000001l_rc_rotated	9964	23
atg000001l_rc_rotated	9965	23
atg000001l_rc_rotated	9966	23
atg000001l_rc_rotated	9967	23
atg000001l_rc_rotated	9968	23
atg000001l_rc_rotated	9969	23
atg000001l_rc_rotated	9970	23
atg000001l_rc_rotated	9971	23
atg000001l_rc_rotated	9972	23
atg000001l_rc_rotated	9973	23
atg000001l_rc_rotated	9974	23
atg000001l_rc_rotated	9975	23
atg000001l_rc_rotated	9976	23
atg000001l_rc_rotated	9977	23
atg000001l_rc_rotated	9978	23
atg000001l_rc_rotated	9979	23
atg000001l_rc_rotated	9980	23
atg000001l_rc_rotated	9981	23
atg000001l_rc_rotated	9982	23
atg000001l_rc_rotated	9983	23
atg000001l_rc_rotated	9984	23
atg000001l_rc_rotated	9985	23
atg000001l_rc_rotated	9986	23
atg000001l_rc_rotated	9987	23
atg000001l_rc_rotated	9988	23
atg000001l_rc_rotated	9989	23
atg000001l_rc_rotated	9990	23
atg000001l_rc_rotated	9991	23
atg000001l_rc_rotated	9992	23
atg000001l_rc_rotated	9993	23
atg000001l_rc_rotated	9994	23
atg000001l_rc_rotated	9995	23
atg000001l_rc_rotated	9996	23
atg000001l_rc_rotated	9997	23
atg000001l_rc_rotated	9998	23
atg000001l_rc_rotated	9999	23
atg000001l_rc_rotated	10000	23
atg000001l_rc_rotated	10001	23
atg000001l_rc_rotated	10002	23
atg000001l_rc_rotated	10003	23
atg000001l_rc_rotated	10004	23
atg000001l_rc_rotated	10005	23
atg000001l_rc_rotated	10006	23
atg000001l_rc_rotated	10007	23
atg000001l_rc_rotated	10008	23
atg000001l_rc_rotated	10009	23
atg000001l_rc_rotated	10010	23
atg000001l_rc_rotated	10011	23
atg000001l_rc_rotated	10012	23
atg000001l_rc_rotated	10013	23
atg000001l_rc_rotated	10014	23
atg000001l_rc_rotated	10015	23
atg000001l_rc_rotated	10016	23
atg000001l_rc_rotated	10017	23
atg000001l_rc_rotated	10018	23
atg000001l_rc_rotated	10019	23
atg000001l_rc_rotated	10020	23
atg000001l_rc_rotated	10021	23
atg000001l_rc_rotated	10022	23
atg000001l_rc_rotated	10023	23
atg000001l_rc_rotated	10024	23
atg000001l_rc_rotated	10025	23
atg000001l_rc_rotated	10026	23
atg000001l_rc_rotated	10027	23
atg000001l_rc_rotated	10028	23
atg000001l_rc_rotated	10029	23
atg000001l_rc_rotated	10030	23
atg000001l_rc_rotated	10031	23
atg000001l_rc_rotated	10032	23
atg000001l_rc_rotated	10033	23
atg000001l_rc_rotated	10034	23
atg000001l_rc_rotated	10035	23
atg000001l_rc_rotated	10036	23
atg000001l_rc_rotated	10037	23
atg000001l_rc_rotated	10038	23
atg000001l_rc_rotated	10039	23
atg000001l_rc_rotated	10040	23
atg000001l_rc_rotated	10041	23
atg000001l_rc_rotated	10042	23
atg000001l_rc_rotated	10043	23
atg000001l_rc_rotated	10044	23
atg000001l_rc_rotated	10045	23
atg000001l_rc_rotated	10046	23
atg000001l_rc_rotated	10047	23
atg000001l_rc_rotated	10048	23
atg000001l_rc_rotated	10049	23
atg000001l_rc_rotated	10050	23
atg000001l_rc_rotated	10051	23
atg000001l_rc_rotated	10052	23
atg000001l_rc_rotated	10053	23
atg000001l_rc_rotated	10054	23
atg000001l_rc_rotated	10055	23
atg000001l_rc_rotated	10056	23
atg000001l_rc_rotated	10057	23
atg000001l_rc_rotated	10058	23
atg000001l_rc_rotated	10059	23
atg000001l_rc_rotated	10060	23
atg000001l_rc_rotated	10061	23
atg000001l_rc_rotated	10062	23
atg000001l_rc_rotated	10063	23
atg000001l_rc_rotated	10064	23
atg000001l_rc_rotated	10065	23
atg000001l_rc_rotated	10066	23
atg000001l_rc_rotated	10067	23
atg000001l_rc_rotated	10068	23
atg000001l_rc_rotated	10069	23
atg000001l_rc_rotated	10070	23
atg000001l_rc_rotated	10071	23
atg000001l_rc_rotated	10072	23
atg000001l_rc_rotated	10073	23
atg000001l_rc_rotated	10074	23
atg000001l_rc_rotated	10075	23
atg000001l_rc_rotated	10076	23
atg000001l_rc_rotated	10077	23
atg000001l_rc_rotated	10078	23
atg000001l_rc_rotated	10079	23
atg000001l_rc_rotated	10080	23
atg000001l_rc_rotated	10081	23
atg000001l_rc_rotated	10082	23
atg000001l_rc_rotated	10083	22
atg000001l_rc_rotated	10084	22
atg000001l_rc_rotated	10085	22
atg000001l_rc_rotated	10086	22
atg000001l_rc_rotated	10087	22
atg000001l_rc_rotated	10088	22
atg000001l_rc_rotated	10089	22
atg000001l_rc_rotated	10090	22
atg000001l_rc_rotated	10091	22
atg000001l_rc_rotated	10092	22
atg000001l_rc_rotated	10093	22
atg000001l_rc_rotated	10094	22
atg000001l_rc_rotated	10095	22
atg000001l_rc_rotated	10096	22
atg000001l_rc_rotated	10097	22
atg000001l_rc_rotated	10098	22
atg000001l_rc_rotated	10099	22
atg000001l_rc_rotated	10100	22
atg000001l_rc_rotated	10101	22
atg000001l_rc_rotated	10102	22
atg000001l_rc_rotated	10103	22
atg000001l_rc_rotated	10104	22
atg000001l_rc_rotated	10105	22
atg000001l_rc_rotated	10106	22
atg000001l_rc_rotated	10107	22
atg000001l_rc_rotated	10108	22
atg000001l_rc_rotated	10109	22
atg000001l_rc_rotated	10110	22
atg000001l_rc_rotated	10111	22
atg000001l_rc_rotated	10112	22
atg000001l_rc_rotated	10113	22
atg000001l_rc_rotated	10114	22
atg000001l_rc_rotated	10115	22
atg000001l_rc_rotated	10116	22
atg000001l_rc_rotated	10117	22
atg000001l_rc_rotated	10118	22
atg000001l_rc_rotated	10119	22
atg000001l_rc_rotated	10120	22
atg000001l_rc_rotated	10121	22
atg000001l_rc_rotated	10122	22
atg000001l_rc_rotated	10123	22
atg000001l_rc_rotated	10124	22
atg000001l_rc_rotated	10125	22
atg000001l_rc_rotated	10126	22
atg000001l_rc_rotated	10127	22
atg000001l_rc_rotated	10128	22
atg000001l_rc_rotated	10129	22
atg000001l_rc_rotated	10130	22
atg000001l_rc_rotated	10131	22
atg000001l_rc_rotated	10132	22
atg000001l_rc_rotated	10133	22
atg000001l_rc_rotated	10134	22
atg000001l_rc_rotated	10135	22
atg000001l_rc_rotated	10136	22
atg000001l_rc_rotated	10137	22
atg000001l_rc_rotated	10138	22
atg000001l_rc_rotated	10139	22
atg000001l_rc_rotated	10140	22
atg000001l_rc_rotated	10141	22
atg000001l_rc_rotated	10142	22
atg000001l_rc_rotated	10143	22
atg000001l_rc_rotated	10144	22
atg000001l_rc_rotated	10145	22
atg000001l_rc_rotated	10146	22
atg000001l_rc_rotated	10147	22
atg000001l_rc_rotated	10148	22
atg000001l_rc_rotated	10149	22
atg000001l_rc_rotated	10150	22
atg000001l_rc_rotated	10151	22
atg000001l_rc_rotated	10152	22
atg000001l_rc_rotated	10153	22
atg000001l_rc_rotated	10154	22
atg000001l_rc_rotated	10155	22
atg000001l_rc_rotated	10156	22
atg000001l_rc_rotated	10157	22
atg000001l_rc_rotated	10158	22
atg000001l_rc_rotated	10159	22
atg000001l_rc_rotated	10160	22
atg000001l_rc_rotated	10161	22
atg000001l_rc_rotated	10162	22
atg000001l_rc_rotated	10163	22
atg000001l_rc_rotated	10164	22
atg000001l_rc_rotated	10165	22
atg000001l_rc_rotated	10166	22
atg000001l_rc_rotated	10167	22
atg000001l_rc_rotated	10168	22
atg000001l_rc_rotated	10169	22
atg000001l_rc_rotated	10170	22
atg000001l_rc_rotated	10171	22
atg000001l_rc_rotated	10172	22
atg000001l_rc_rotated	10173	22
atg000001l_rc_rotated	10174	22
atg000001l_rc_rotated	10175	22
atg000001l_rc_rotated	10176	22
atg000001l_rc_rotated	10177	22
atg000001l_rc_rotated	10178	22
atg000001l_rc_rotated	10179	22
atg000001l_rc_rotated	10180	22
atg000001l_rc_rotated	10181	22
atg000001l_rc_rotated	10182	22
atg000001l_rc_rotated	10183	22
atg000001l_rc_rotated	10184	22
atg000001l_rc_rotated	10185	22
atg000001l_rc_rotated	10186	22
atg000001l_rc_rotated	10187	22
atg000001l_rc_rotated	10188	22
atg000001l_rc_rotated	10189	22
atg000001l_rc_rotated	10190	22
atg000001l_rc_rotated	10191	22
atg000001l_rc_rotated	10192	22
atg000001l_rc_rotated	10193	22
atg000001l_rc_rotated	10194	22
atg000001l_rc_rotated	10195	22
atg000001l_rc_rotated	10196	22
atg000001l_rc_rotated	10197	22
atg000001l_rc_rotated	10198	22
atg000001l_rc_rotated	10199	22
atg000001l_rc_rotated	10200	22
atg000001l_rc_rotated	10201	22
atg000001l_rc_rotated	10202	22
atg000001l_rc_rotated	10203	22
atg000001l_rc_rotated	10204	22
atg000001l_rc_rotated	10205	22
atg000001l_rc_rotated	10206	22
atg000001l_rc_rotated	10207	22
atg000001l_rc_rotated	10208	22
atg000001l_rc_rotated	10209	22
atg000001l_rc_rotated	10210	22
atg000001l_rc_rotated	10211	22
atg000001l_rc_rotated	10212	22
atg000001l_rc_rotated	10213	22
atg000001l_rc_rotated	10214	22
atg000001l_rc_rotated	10215	22
atg000001l_rc_rotated	10216	22
atg000001l_rc_rotated	10217	22
atg000001l_rc_rotated	10218	22
atg000001l_rc_rotated	10219	22
atg000001l_rc_rotated	10220	22
atg000001l_rc_rotated	10221	22
atg000001l_rc_rotated	10222	22
atg000001l_rc_rotated	10223	22
atg000001l_rc_rotated	10224	22
atg000001l_rc_rotated	10225	22
atg000001l_rc_rotated	10226	22
atg000001l_rc_rotated	10227	22
atg000001l_rc_rotated	10228	22
atg000001l_rc_rotated	10229	22
atg000001l_rc_rotated	10230	22
atg000001l_rc_rotated	10231	22
atg000001l_rc_rotated	10232	22
atg000001l_rc_rotated	10233	22
atg000001l_rc_rotated	10234	22
atg000001l_rc_rotated	10235	22
atg000001l_rc_rotated	10236	22
atg000001l_rc_rotated	10237	22
atg000001l_rc_rotated	10238	22
atg000001l_rc_rotated	10239	22
atg000001l_rc_rotated	10240	22
atg000001l_rc_rotated	10241	22
atg000001l_rc_rotated	10242	22
atg000001l_rc_rotated	10243	22
atg000001l_rc_rotated	10244	22
atg000001l_rc_rotated	10245	22
atg000001l_rc_rotated	10246	22
atg000001l_rc_rotated	10247	22
atg000001l_rc_rotated	10248	22
atg000001l_rc_rotated	10249	22
atg000001l_rc_rotated	10250	22
atg000001l_rc_rotated	10251	22
atg000001l_rc_rotated	10252	22
atg000001l_rc_rotated	10253	22
atg000001l_rc_rotated	10254	22
atg000001l_rc_rotated	10255	22
atg000001l_rc_rotated	10256	22
atg000001l_rc_rotated	10257	22
atg000001l_rc_rotated	10258	22
atg000001l_rc_rotated	10259	22
atg000001l_rc_rotated	10260	22
atg000001l_rc_rotated	10261	22
atg000001l_rc_rotated	10262	22
atg000001l_rc_rotated	10263	22
atg000001l_rc_rotated	10264	22
atg000001l_rc_rotated	10265	22
atg000001l_rc_rotated	10266	22
atg000001l_rc_rotated	10267	22
atg000001l_rc_rotated	10268	22
atg000001l_rc_rotated	10269	22
atg000001l_rc_rotated	10270	22
atg000001l_rc_rotated	10271	22
atg000001l_rc_rotated	10272	22
atg000001l_rc_rotated	10273	22
atg000001l_rc_rotated	10274	22
atg000001l_rc_rotated	10275	22
